,Open (USD),High (USD),Low (USD),Close (USD),Volume,Market Cap (USD),SMA,EMA,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK
2020-05-10,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800,183865.18202800,7437.3456,8596.3162,55.2596,7117.7898,8890.6281,26619.0111,591.7707,40.3360,551.4346,83.9101,71.6185
2020-05-11,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.25183200,168807.25183200,7492.2522,8593.0023,52.8744,7288.5894,8901.8381,25034.3252,515.3948,-28.8319,544.2267,71.5317,54.1538
2020-05-12,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600,86522.78006600,7539.1218,8613.7439,56.0337,7446.9360,8928.5970,23745.2065,469.5675,-59.7273,529.2948,56.3194,43.1858
2020-05-13,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.27401800,92466.27401800,7590.4148,8679.9940,61.5816,7579.7284,8994.8127,23145.6555,468.0845,-48.9683,517.0528,48.5939,48.4420
2020-05-14,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000,129565.37747000,7652.7058,8785.8975,66.0476,7720.5938,9098.2913,22875.2669,500.0871,-13.5725,513.6596,52.0699,64.5818
2020-05-15,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.76151600,115890.76151600,7704.2870,8836.4234,58.7947,7885.6231,9145.5882,21745.2387,481.5249,-25.7078,507.2327,60.8471,69.5174
2020-05-16,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200,59587.62786200,7764.7302,8888.3136,59.4486,8046.8532,9190.5958,20628.0211,466.6677,-32.4520,499.1197,68.2819,70.7465
2020-05-17,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.76432300,68647.76432300,7833.5980,8963.7161,62.4087,8221.9587,9256.0187,19596.6188,473.5428,-20.4615,494.0043,69.6990,68.8330
2020-05-18,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300,82006.60358300,7910.6482,9037.0698,62.9342,8452.2488,9317.5006,17970.0188,477.8316,-12.9381,490.7698,71.8498,75.9699
2020-05-19,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.76045400,78539.76045400,7978.2712,9107.3993,63.3601,8493.5661,9373.4447,18172.2302,479.0650,-9.3638,488.4288,75.8374,82.7094
2020-05-20,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000,74923.73809000,8040.2910,9145.8784,58.7456,8559.9533,9399.4889,17794.8453,453.5041,-27.9398,481.4439,79.5022,79.8272
2020-05-21,9511.43000000,9578.47000000,8815.00000000,9068.65000000,108928.78096900,108928.78096900,8088.8056,9138.5234,51.9186,8559.4387,9379.1187,17575.9193,392.9881,-70.7646,463.7527,77.0849,68.7180
2020-05-22,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.13102400,58943.13102400,8136.3238,9141.5211,53.2576,8558.6839,9367.2500,17452.9113,349.1817,-91.6568,440.8385,69.3537,59.5160
2020-05-23,9170.00000000,9307.85000000,9070.00000000,9179.15000000,43526.29696600,43526.29696600,8185.2248,9145.1048,53.3838,8566.3668,9355.3101,17244.7434,311.6111,-103.3819,414.9930,61.0763,54.9949
2020-05-24,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.86645000,70379.86645000,8222.4918,9104.6510,46.5901,8489.6776,9298.3169,17384.7095,242.0240,-138.3752,380.3992,54.2955,48.3755
2020-05-25,8718.14000000,8979.66000000,8642.72000000,8900.35000000,62833.91094900,62833.91094900,8265.0432,9085.1938,49.3154,8440.1890,9259.1895,17449.1945,199.1060,-145.0346,344.1406,47.1039,37.9414
2020-05-26,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.77013800,58299.77013800,8295.2688,9061.9544,48.4405,8373.7938,9215.0054,17627.1208,158.4916,-148.5192,307.0108,36.6678,23.6864
2020-05-27,8841.00000000,9225.00000000,8811.73000000,9204.07000000,68910.35551400,68910.35551400,8335.4038,9075.4892,53.8487,8428.3546,9206.8190,16991.4639,153.8135,-122.5578,276.3713,29.9055,28.0886
2020-05-28,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.78766200,74110.78766200,8379.6960,9123.1464,58.6363,8485.2239,9237.7695,16763.2256,178.0563,-78.6520,256.7083,31.6477,43.1680
2020-05-29,9575.87000000,9605.26000000,9330.00000000,9427.07000000,57374.36296100,57374.36296100,8422.5666,9152.0915,56.1266,8510.4586,9255.6139,16707.1666,183.1492,-58.8473,241.9965,43.1213,58.1072
2020-05-30,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.27254000,55665.27254000,8479.3426,9204.0561,59.5199,8567.3399,9299.7694,16624.0646,206.6424,-28.2832,234.9257,57.3232,70.6944
2020-05-31,9697.72000000,9700.00000000,9381.41000000,9448.27000000,48333.78640300,48333.78640300,8530.7714,9227.3146,55.2765,8659.7779,9315.5251,15872.9974,202.7948,-25.7047,228.4995,65.4139,67.4403
2020-06-01,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.12696000,76649.12696000,8596.7110,9320.0246,63.6870,8684.5902,9398.7249,16540.0716,257.4977,23.1986,234.2991,71.8233,77.3352
2020-06-02,10202.71000000,10228.99000000,9266.00000000,9518.04000000,108970.77315100,108970.77315100,8650.3136,9338.8833,53.8013,8695.4589,9410.2838,16558.5328,242.9589,6.9278,236.0311,70.6683,67.2294
2020-06-03,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.64493900,46252.64493900,8706.2644,9370.0601,55.4190,8731.6703,9434.9633,16467.8928,240.6215,3.6723,236.9492,70.2974,66.3276
2020-06-04,9666.32000000,9881.63000000,9450.00000000,9789.06000000,57456.10096900,57456.10096900,8769.6208,9409.9648,56.7700,8750.0600,9471.9387,16690.7257,245.8457,7.1172,238.7285,63.9950,58.4281
2020-06-05,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.05005000,47788.05005000,8820.0052,9430.0787,54.3454,8764.1061,9490.6730,16756.3419,233.7434,-3.9881,237.7315,61.7208,60.4067
2020-06-06,9621.17000000,9735.00000000,9531.05000000,9666.30000000,32752.95089300,32752.95089300,8872.7802,9452.5759,54.9031,8786.8943,9512.5640,16769.2610,225.1986,-10.0262,235.2249,59.7475,60.4078
2020-06-07,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.84838500,57952.84838500,8922.7480,9480.6154,55.9391,8815.4407,9542.2052,16809.8498,222.3745,-10.2803,232.6548,60.1384,59.6006
2020-06-08,9746.99000000,9800.00000000,9633.00000000,9782.01000000,40664.66412500,40664.66412500,8975.9734,9509.3196,56.4071,8847.7450,9575.1194,16848.8637,220.4213,-9.7868,230.2081,60.7681,62.2957
2020-06-09,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900,46024.00128900,9034.8854,9534.3778,56.2312,8865.5955,9607.0904,17022.0399,215.6149,-11.6746,227.2895,61.6573,63.0757
2020-06-10,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.76298200,47130.76298200,9095.7580,9567.7703,57.8935,8905.5858,9648.5395,17078.0771,218.3719,-7.1340,225.5060,62.5335,62.2292
2020-06-11,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000,94418.98473000,9138.8632,9540.4017,47.4661,8893.5793,9628.5203,16977.9301,169.8132,-44.5542,214.3674,56.8232,45.1648
2020-06-12,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.06693200,50119.06693200,9178.5180,9533.2330,50.4053,8904.8619,9625.5687,16832.6364,144.5698,-55.8381,200.4079,47.1345,34.0095
2020-06-13,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100,27759.78485100,9217.8848,9527.5289,50.5378,8998.1962,9622.0371,15860.4470,123.7996,-61.2866,185.0862,34.1076,23.1484
2020-06-14,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.50660800,30055.50660800,9253.9534,9509.8690,48.3164,9044.0281,9602.4209,15186.3483,95.6465,-71.5518,167.1983,27.3098,24.7716
2020-06-15,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700,86107.92470700,9288.6118,9501.8834,49.8348,9134.5400,9588.6934,14130.2275,79.1938,-70.4036,149.5974,25.4871,28.5414
2020-06-16,9426.05000000,9589.00000000,9373.09000000,9525.59000000,52052.44692700,52052.44692700,9323.6312,9504.1412,51.6499,9163.2693,9581.6638,13765.6085,73.3438,-61.0028,134.3467,30.4401,38.0072
2020-06-17,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.41115200,48046.41115200,9358.1544,9500.4268,50.4563,9144.0990,9567.3460,13799.8166,63.1025,-56.9953,120.0978,38.5375,49.0640
2020-06-18,9465.13000000,9489.00000000,9280.00000000,9386.32000000,37381.95376500,37381.95376500,9370.3094,9489.5595,48.8704,9118.9257,9546.0490,13817.2823,48.0719,-57.6207,105.6927,45.9193,50.6867
2020-06-19,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.98367300,45330.98367300,9384.1140,9472.4805,47.3241,9073.8063,9517.6993,13956.6299,29.6781,-60.8116,90.4898,47.9348,44.0537
2020-06-20,9310.23000000,9395.00000000,9170.95000000,9358.95000000,30329.06538400,30329.06538400,9394.7538,9461.6680,48.4489,9044.6498,9495.8349,14007.6857,18.8153,-57.3395,76.1549,45.1745,40.7831
2020-06-21,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.92623400,24316.92623400,9401.2066,9445.7654,47.0227,9099.4407,9468.2757,13156.6262,4.9640,-56.9527,61.9167,40.9326,37.9610
2020-06-22,9294.69000000,9780.00000000,9277.09000000,9685.69000000,57895.46834300,57895.46834300,9417.0372,9468.6153,55.5891,9108.1166,9482.2693,13223.7964,25.2462,-29.3364,54.5826,42.7563,49.5249
2020-06-23,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.02938000,41031.02938000,9432.0958,9483.4986,54.1235,9117.7263,9489.6741,13209.1525,35.9989,-14.8670,50.8658,48.4005,57.7157
2020-06-24,9624.33000000,9670.00000000,9208.00000000,9296.49000000,61571.56146400,61571.56146400,9437.5890,9465.6883,46.9270,9096.7145,9465.9997,13158.8510,17.8160,-26.4399,44.2559,55.1120,58.0953
2020-06-25,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.61915600,55831.61915600,9439.7204,9445.0980,45.9846,9055.9492,9440.1946,13282.6485,-0.3822,-35.7105,35.3283,54.3420,47.2151
2020-06-26,9249.49000000,9298.00000000,9045.45000000,9162.21000000,50292.29827700,50292.29827700,9423.2366,9418.1563,44.2091,9004.4021,9407.8470,13442.2958,-21.5982,-45.5412,23.9430,46.7240,34.8617
2020-06-27,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.93011300,46290.93011300,9407.4764,9379.4747,41.2567,8932.3975,9363.5940,13675.5596,-49.9568,-59.1198,9.1630,37.0084,28.9483
2020-06-28,9012.00000000,9191.00000000,8948.06000000,9116.35000000,30688.17642100,30688.17642100,9399.0154,9354.4152,44.0520,8909.6597,9332.7792,13563.9742,-63.2816,-57.9557,-5.3259,29.9117,25.9252
2020-06-29,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.29326100,42120.29326100,9408.4112,9339.0004,46.0703,8914.8130,9312.3922,13288.1847,-66.9207,-49.2758,-17.6449,27.9346,28.9303
2020-06-30,9192.93000000,9205.00000000,9064.89000000,9138.55000000,31463.16280100,31463.16280100,9419.9518,9319.9099,44.8359,8954.2957,9289.6228,12642.8931,-73.3176,-44.5382,-28.7794,29.4134,33.3847
2020-07-01,9138.08000000,9292.00000000,9080.10000000,9232.00000000,38488.52869900,38488.52869900,9428.3760,9311.5375,47.4592,8941.5962,9279.3078,12656.4235,-70.0393,-33.0079,-37.0314,33.2568,37.4555
2020-07-02,9231.99000000,9261.96000000,8940.00000000,9086.54000000,45725.16807600,45725.16807600,9423.9194,9290.1092,43.9553,8906.0668,9255.3700,12748.4017,-78.2763,-32.9959,-45.2804,34.8546,33.7237
2020-07-03,9086.54000000,9125.00000000,9037.47000000,9058.26000000,28943.42017700,28943.42017700,9409.2450,9268.0283,43.2862,8871.2150,9230.5417,12823.8081,-86.0936,-32.6506,-53.4430,34.0256,30.8976
2020-07-04,9057.79000000,9190.00000000,9040.04000000,9135.46000000,26441.96848400,26441.96848400,9405.6258,9255.4028,45.7155,8849.5285,9215.0423,12870.1804,-85.0788,-25.3087,-59.7702,30.7069,27.4995
2020-07-05,9135.00000000,9145.24000000,8893.03000000,9069.41000000,34073.65362700,34073.65362700,9399.3886,9237.6892,43.9797,8822.6766,9194.2364,12909.8349,-88.5831,-23.0504,-65.5328,28.4312,26.8965
2020-07-06,9069.41000000,9375.00000000,9055.92000000,9344.20000000,54463.13227700,54463.13227700,9392.6718,9247.8331,52.1241,8846.6634,9201.2992,12747.6572,-68.3986,-2.2927,-66.1059,30.8581,38.1784
2020-07-07,9342.47000000,9379.42000000,9203.00000000,9257.39000000,34587.33667800,34587.33667800,9383.1410,9248.7432,49.6675,8858.9046,9200.9581,12621.4926,-58.7301,5.9007,-64.6308,36.5028,44.4334
2020-07-08,9257.40000000,9470.00000000,9231.00000000,9436.06000000,56140.51778100,56140.51778100,9376.3516,9266.5829,54.4281,8871.9652,9218.6225,12685.1948,-36.2329,22.7183,-58.9512,50.0937,67.6694
2020-07-09,9436.06000000,9440.79000000,9160.00000000,9232.43000000,48044.45064500,48044.45064500,9370.7716,9263.3303,48.7668,8870.9075,9216.6567,12674.1484,-34.4379,19.6106,-54.0485,60.4876,69.3602
2020-07-10,9232.42000000,9317.48000000,9125.00000000,9288.34000000,38295.49400600,38295.49400600,9375.1654,9265.7122,50.2955,8877.7646,9220.3861,12646.6008,-28.1791,20.6956,-48.8746,71.1053,76.2862
2020-07-11,9288.34000000,9299.28000000,9178.25000000,9234.03000000,22561.36600000,22561.36600000,9376.4460,9262.6948,48.7731,8877.3749,9219.2794,12638.3247,-27.2867,17.2703,-44.5571,70.0253,64.4296
2020-07-12,9234.02000000,9345.00000000,9157.50000000,9302.75000000,30872.70228600,30872.70228600,9378.9180,9266.5096,50.8024,8947.7108,9225.0063,11997.9616,-20.7947,19.0099,-39.8046,69.3048,67.1987
2020-07-13,9303.31000000,9343.82000000,9200.89000000,9242.62000000,42740.06911500,42740.06911500,9389.3636,9264.2344,48.9743,9018.7980,9226.8300,11307.1504,-20.2681,15.6292,-35.8973,65.0655,63.5683
2020-07-14,9242.61000000,9279.54000000,9113.00000000,9255.85000000,45772.55250900,45772.55250900,9396.4736,9263.4359,49.4057,9026.5673,9231.7341,11283.4022,-18.5691,13.8625,-32.4317,65.1986,64.8289
2020-07-15,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.57966500,39053.57966500,9403.6020,9257.1658,47.5015,9027.2595,9231.2841,11271.5305,-21.6732,8.6068,-30.2800,62.3838,58.7541
2020-07-16,9197.60000000,9226.15000000,9047.25000000,9133.72000000,43375.57119100,43375.57119100,9402.1950,9245.4091,45.4335,9019.5519,9224.9974,11279.4524,-28.9539,1.0608,-30.0148,58.6818,52.4626
2020-07-17,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.35874100,28054.35874100,9393.7636,9236.7339,46.2462,9032.5259,9220.8083,11103.6326,-32.6850,-2.1362,-30.5488,52.6045,46.5969
2020-07-18,9154.31000000,9219.30000000,9121.10000000,9170.28000000,22554.54145700,22554.54145700,9388.6278,9230.4050,46.9060,9032.8499,9217.4614,11063.5767,-33.9625,-2.7310,-31.2315,48.0260,45.0185
2020-07-19,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.01941700,26052.01941700,9378.8532,9228.3654,48.5554,9033.0710,9217.5444,11062.2790,-31.4884,-0.2055,-31.2829,45.1605,43.8661
2020-07-20,9208.99000000,9221.52000000,9131.00000000,9160.78000000,35458.76408200,35458.76408200,9373.1034,9221.9287,46.6133,9029.9320,9212.9578,11043.2157,-33.0370,-1.4033,-31.6337,42.2023,37.7223
2020-07-21,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.58248600,60413.58248600,9356.8880,9237.9355,55.6885,9031.0260,9230.0957,11220.7927,-15.5884,12.8362,-28.4247,43.4395,48.7301
2020-07-22,9390.00000000,9544.00000000,9261.00000000,9518.16000000,48815.00410700,48815.00410700,9356.8904,9264.6236,59.8029,9029.9141,9258.6870,11546.4156,8.4833,29.5264,-21.0431,51.3430,67.5765
2020-07-23,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.23350000,51856.23350000,9355.6310,9296.8756,62.3060,9030.1639,9293.3287,11924.9766,34.0357,44.0630,-10.0273,68.3275,88.6759
2020-07-24,9603.27000000,9637.00000000,9463.44000000,9537.80000000,43931.13620500,43931.13620500,9350.6058,9319.8208,59.2496,9038.2878,9319.1398,12127.6596,48.4448,46.7777,1.6671,81.4718,88.1631
2020-07-25,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.54541600,40679.54541600,9352.1910,9356.0683,63.9766,9042.8718,9358.5227,12515.0314,72.1545,56.3899,15.7646,88.3857,88.3180
2020-07-26,9700.42000000,10111.00000000,9650.00000000,9931.54000000,65279.26931900,65279.26931900,9357.4958,9410.8752,69.4079,9003.1140,9416.9121,13554.8939,108.3451,74.0644,34.2807,87.4860,85.9768
2020-07-27,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.93314400,150188.93314400,9383.1552,9565.0737,82.7327,8738.0130,9577.1162,17968.1479,223.0881,151.0459,72.0422,87.3037,87.6163
2020-07-28,11029.96000000,11242.23000000,10565.00000000,10906.27000000,97267.73418700,97267.73418700,9405.6404,9692.8067,78.5820,8661.3743,9717.0994,20274.3503,300.5771,182.8280,117.7491,85.2837,82.2579
2020-07-29,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.09423300,76838.09423300,9432.2024,9826.8756,80.2573,8615.4912,9868.5826,22399.4968,373.3590,204.4879,168.8711,84.5255,83.7023
2020-07-30,11100.52000000,11170.00000000,10831.00000000,11099.61000000,60794.82645600,60794.82645600,9456.4946,9948.0884,80.2253,8609.1783,10011.0825,24030.1242,426.0537,205.7461,220.3076,83.5247,84.6138
2020-07-31,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.66097400,70063.66097400,9497.5958,10080.2190,82.1864,8612.4909,10167.4191,25716.7020,481.2976,208.7920,272.5056,86.1077,90.0068
2020-08-01,11335.46000000,11861.00000000,11220.00000000,11801.17000000,85087.48512600,85087.48512600,9544.3166,10244.1191,85.2889,8595.1875,10358.1023,27987.2503,556.2457,226.9921,329.2536,89.3613,93.4633
2020-08-02,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.07760400,97553.07760400,9576.2768,10322.9030,65.9147,8666.0174,10467.3816,28481.0238,550.4075,176.9231,373.4844,89.8278,86.0134
2020-08-03,11071.36000000,11473.00000000,10936.00000000,11219.81000000,56931.84147500,56931.84147500,9613.8310,10408.3227,67.5305,8743.3108,10582.0917,28969.9009,551.4039,142.3356,409.0683,85.6316,77.4180
2020-08-04,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.11370900,58629.11370900,9649.1500,10482.9558,66.8901,8839.2241,10684.7982,29140.5388,543.6799,107.6892,435.9906,76.9083,67.2935
2020-08-05,11191.99000000,11780.93000000,11093.00000000,11744.91000000,74970.25685200,74970.25685200,9693.5364,10603.1419,72.4732,8940.1506,10830.6686,29735.8492,575.5417,111.6408,463.9008,73.0073,74.3102
2020-08-06,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.08502000,63529.08502000,9739.4828,10713.5532,72.6309,9061.6885,10965.7762,30006.6533,595.3458,105.1559,490.1898,73.8433,79.9262
2020-08-07,11762.47000000,11909.94000000,11322.00000000,11594.23000000,65755.92602200,65755.92602200,9783.6410,10797.4271,68.5742,9207.6069,11072.4422,29720.7954,590.6571,80.3739,510.2833,79.4173,84.0156
2020-08-08,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.16104000,41858.16104000,9832.6646,10889.2350,70.3467,9366.9203,11183.4875,29349.1595,593.5889,66.6445,526.9444,82.5937,83.8393
2020-08-09,11761.02000000,11797.11000000,11521.97000000,11681.68000000,41493.06734200,41493.06734200,9879.1192,10964.7060,68.3662,9562.4714,11274.7851,28397.9222,582.7611,44.6533,538.1077,83.1811,81.6884
2020-08-10,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.33788700,84952.33788700,9931.0838,11053.1073,70.7184,9742.7894,11374.1965,27688.2675,584.4877,37.1039,547.3837,83.0619,83.6581
2020-08-11,11892.90000000,11935.00000000,11125.00000000,11392.08000000,90748.28463400,90748.28463400,9965.2116,11085.3904,59.4345,9918.2453,11413.9901,26371.4390,539.2265,-6.5258,545.7523,79.5646,73.3473
2020-08-12,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.61364400,64909.61364400,10004.0004,11131.0037,61.6981,10112.5538,11461.2651,24948.3783,511.3612,-27.5129,538.8741,75.1383,68.4094
2020-08-13,11564.34000000,11792.96000000,11270.36000000,11780.00000000,70132.49150200,70132.49150200,10053.6706,11192.8129,64.3783,10373.4679,11519.7418,22982.4804,500.9064,-30.3742,531.2805,69.2736,66.0642
2020-08-14,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.85269700,59818.85269700,10103.8916,11246.8821,63.9435,10660.0207,11565.6879,20622.3602,485.4546,-36.6608,522.1153,69.3967,73.7167
2020-08-15,11760.55000000,11980.00000000,11680.00000000,11852.40000000,56237.90505000,56237.90505000,10157.6954,11304.5505,65.1403,10972.2096,11610.5725,17994.2013,475.1441,-37.5770,512.7211,73.1601,79.6996
2020-08-16,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.23690600,41368.23690600,10215.6754,11362.3076,65.9175,11021.5003,11651.8911,17955.7999,466.3259,-37.1161,503.4421,78.5475,82.2263
2020-08-17,11910.99000000,12468.00000000,11769.78000000,12281.13000000,84734.21154000,84734.21154000,10278.9710,11449.8145,70.4056,11077.4591,11724.2648,18192.3219,483.6289,-15.8505,499.4794,82.4822,85.5206
2020-08-18,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.83552700,75923.83552700,10334.0200,11496.9760,62.3731,11134.7556,11758.0801,17991.3253,464.8610,-27.6948,492.5557,82.0729,78.4717
2020-08-19,11945.10000000,12020.08000000,11561.00000000,11754.59000000,73940.16960600,73940.16960600,10386.3408,11521.5106,58.3141,11194.8337,11769.7388,17518.7896,429.6690,-50.3094,479.9784,76.4546,65.3714
2020-08-20,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.25435100,46085.25435100,10438.7718,11553.1334,59.7790,11228.0261,11787.7033,17384.4760,405.0946,-59.9070,465.0016,66.0690,54.3639
2020-08-21,11853.54000000,11878.00000000,11485.81000000,11531.34000000,64448.30614200,64448.30614200,10487.6678,11551.0579,53.2210,11211.1206,11772.5141,17386.4491,355.5214,-87.5842,443.1056,54.5099,43.7945
2020-08-22,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.70164600,43678.70164600,10539.7618,11561.7152,55.3746,11283.0259,11771.1450,16652.3363,323.1301,-95.9804,419.1105,46.5595,41.5202
2020-08-23,11663.51000000,11718.07000000,11514.13000000,11648.13000000,37900.00469000,37900.00469000,10590.0152,11569.9452,55.0670,11330.0439,11765.5463,16120.5711,292.8868,-100.9789,393.8657,40.5788,36.4217
2020-08-24,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.39186700,46212.39186700,10643.5910,11586.9218,56.8105,11408.1189,11767.4385,15360.6349,273.8370,-96.0230,369.8600,39.9154,41.8042
2020-08-25,11748.19000000,11767.85000000,11117.64000000,11318.42000000,69590.92327200,69590.92327200,10683.0754,11561.3502,48.1662,11318.8270,11725.7506,15794.9864,221.5068,-118.6825,340.1894,37.2113,33.4082
2020-08-26,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.23123100,53998.23123100,10727.1562,11551.8340,50.8464,11276.0673,11699.7135,15936.1756,189.3913,-120.6384,310.0298,34.7076,28.9104
2020-08-27,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.03638300,63246.03638300,10765.0426,11530.7432,48.3778,11208.8091,11662.6290,16200.8284,151.6172,-126.7301,278.3473,27.0042,18.6940
2020-08-28,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500,45953.90836500,10810.9322,11530.3781,52.1312,11185.8909,11645.5180,16241.7900,135.9718,-113.9003,249.8722,23.8150,23.8406
2020-08-29,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.79920000,32973.79920000,10854.4822,11524.2316,50.8929,11153.3399,11623.7076,16327.3840,117.2929,-106.0634,223.3563,22.1613,23.9494
2020-08-30,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400,43177.87905400,10904.0248,11542.0343,55.4688,11165.4877,11626.2887,16234.2990,120.8914,-81.9720,202.8633,27.0463,33.3489
2020-08-31,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.61774400,55353.61774400,10950.9600,11552.2701,54.1044,11181.3719,11623.8640,16048.7840,117.4151,-68.3586,185.7737,31.5010,37.2046
2020-09-01,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800,78148.19366800,11004.5470,11587.4796,58.9144,11196.2371,11646.1619,16145.4099,135.0881,-40.5485,175.6365,42.6309,57.3392
2020-09-02,11921.97000000,11954.57000000,11160.10000000,11388.54000000,87221.84560200,87221.84560200,11047.2008,11568.5330,48.2521,11147.0002,11615.9540,16305.4912,104.8422,-56.6355,161.4777,48.9694,52.3646
2020-09-03,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.10601500,121950.10601500,11066.0658,11432.5632,33.1430,10650.1448,11468.7825,19655.1590,-19.5803,-144.8464,125.2661,50.3271,41.2777
2020-09-04,10138.29000000,10627.05000000,9875.50000000,10446.25000000,92733.59911300,92733.59911300,11092.3164,11338.6286,38.2407,10406.1557,11358.4095,20880.9478,-92.4768,-174.1943,81.7175,38.3119,21.2935
2020-09-05,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.60556800,90001.60556800,11112.5638,11227.0154,35.5673,10122.4669,11228.1078,22284.5163,-170.8367,-202.0434,31.2067,26.4352,16.7343
2020-09-06,10166.69000000,10347.14000000,9994.86000000,10256.20000000,56368.78881500,56368.78881500,11134.2822,11134.5568,37.0839,9962.9402,11114.6370,22631.6047,-223.1425,-203.4793,-19.6632,19.4493,20.3202
2020-09-07,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.23067600,62620.23067600,11157.5712,11062.0695,39.1057,9830.6020,11021.9745,22935.6992,-252.2274,-186.0514,-66.1760,18.9474,19.7876
2020-09-08,10373.45000000,10438.00000000,9850.00000000,10126.65000000,73491.87841800,73491.87841800,11176.8886,10972.9819,36.4504,9646.0389,10913.2918,23585.8211,-291.8273,-180.5210,-111.3063,19.7653,19.1880
2020-09-09,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.11377600,49347.11377600,11193.4726,10901.1931,38.1466,9526.0655,10821.1755,23772.2761,-312.1443,-160.6704,-151.4739,19.2032,18.6339
2020-09-10,10219.29000000,10483.35000000,10070.83000000,10336.87000000,58253.75375000,58253.75375000,11209.8468,10847.4481,40.3274,9427.2335,10748.0485,23956.1990,-315.1182,-130.9154,-184.2027,18.6361,18.0863
2020-09-11,10336.86000000,10397.60000000,10200.00000000,10387.89000000,43830.25446700,43830.25446700,11225.5392,10803.6806,41.2938,9367.0346,10685.4685,23869.8075,-309.7871,-100.4675,-209.3196,19.5729,21.9985
2020-09-12,10387.89000000,10477.97000000,10269.25000000,10440.92000000,35379.15309600,35379.15309600,11243.6016,10769.1320,42.3392,9332.8080,10634.0108,23646.0381,-297.8496,-70.8240,-227.0256,21.8012,25.3189
